"name","result.year","result.code","result.category"
"Iridosornis porphyrocephalus","2016","NT","Near Threatened"
"Iridosornis porphyrocephalus","2012","NT","Near Threatened"
"Iridosornis porphyrocephalus","2008","NT","Near Threatened"
"Iridosornis porphyrocephalus","2004","NT","Near Threatened"
"Iridosornis porphyrocephalus","2000","LR/nt","Lower Risk/near threatened"
"Iridosornis porphyrocephalus","1994","LR/nt","Lower Risk/near threatened"
"Iridosornis porphyrocephalus","1988","LR/lc","Lower Risk/least concern"
"Iris atrofusca","2016","NT","Near Threatened"
"Iris calabra","2017","NT","Near Threatened"
"Iris lacustris","2017","NT","Near Threatened"
"Isandrus gibbosus","2017","NT","Near Threatened"
"Ischnocnema epipeda","2004","NT","Near Threatened"
"Ischnocnema manezinho","2004","NT","Near Threatened"
"Ischnocnema oea","2004","NT","Near Threatened"
"Ischnura aralensis","2009","NT","Near Threatened"
"Ischnura intermedia","2014","NT","Near Threatened"
"Isoetes acadiensis","2016","NT","Near Threatened"
"Isoetes delilei","2016","NT","Near Threatened"
"Isoetes delilei","2010","NT","Near Threatened"
"Isoetes prototypus","2016","NT","Near Threatened"
"Isoetes transvaalensis","2010","NT","Near Threatened"
"Isolona pilosa","2015","NT","Near Threatened"
"Isophya fatrensis","2016","NT","Near Threatened"
"Isophya posthumoidalis","2016","NT","Near Threatened"
"Isopora palifera","2014","NT","Near Threatened"
"Isopora palifera","2008","NT","Near Threatened"
"Isthmohyla melacaena","2008","NT","Near Threatened"
"Isthmohyla picadoi","2008","NT","Near Threatened"
"Isthmohyla picadoi","2004","NT","Near Threatened"
"Isthmohyla zeteki","2008","NT","Near Threatened"
"Isthmohyla zeteki","2004","NT","Near Threatened"
"Isthmomys flavidus","2008","NT","Near Threatened"
"Isthmomys flavidus","1996","LR/lc","Lower Risk/least concern"
"Istriana mirnae","2011","NT","Near Threatened"
"Isurus oxyrinchus Eastern North Pacific subpopulation","2009","NT","Near Threatened"
"Ixora pudica","2011","NT","Near Threatened"
"Ixora pudica","1998","V","Vulnerable"
"Ixora pudica","1998","VU","Vulnerable"
"Ixora ripicola","2017","NT","Near Threatened"
"Ixos malaccensis","2016","NT","Near Threatened"
"Ixos malaccensis","2012","NT","Near Threatened"
"Ixos malaccensis","2008","NT","Near Threatened"
"Ixos malaccensis","2004","NT","Near Threatened"
"Ixos malaccensis","2000","LR/nt","Lower Risk/near threatened"
"Ixos malaccensis","1994","LR/lc","Lower Risk/least concern"
"Ixos malaccensis","1988","LR/lc","Lower Risk/least concern"
"Ixos nicobariensis","2016","NT","Near Threatened"
"Ixos nicobariensis","2012","NT","Near Threatened"
"Ixos nicobariensis","2009","NT","Near Threatened"
"Ixos nicobariensis","2008","VU","Vulnerable"
"Ixos nicobariensis","2004","VU","Vulnerable"
"Ixos nicobariensis","2000","VU","Vulnerable"
"Ixos nicobariensis","1996","VU","Vulnerable"
"Ixos nicobariensis","1994","VU","Vulnerable"
"Ixos nicobariensis","1988","NT","Near Threatened"
"Jacobaea gigantea","2010","NT","Near Threatened"
"Jalcophila ecuadorensis","2003","NT","Near Threatened"
"Jankaea heldreichii","2011","NT","Near Threatened"
"Johora tiomanensis","2008","NT","Near Threatened"
"Joosia obtusa","2004","NT","Near Threatened"
"Juga acutifilosa","2011","NT","Near Threatened"
"Juga silicula","2017","NT","Near Threatened"
"Junco bairdi","2016","NT","Near Threatened"
"Jungia fistulosa","2003","NT","Near Threatened"
"Jungia mitis","2003","NT","Near Threatened"
"Juniperus blancoi","2013","NT","Near Threatened"
"Juniperus blancoi","1998","I","Indeterminate"
"Juniperus blancoi","1998","VU","Vulnerable"
"Juniperus pingii","2013","NT","Near Threatened"
"Juniperus pingii","1998","LR/nt","Lower Risk/near threatened"
"Juniperus pingii","1998","R","Rare"
"Juniperus taxifolia","2013","NT","Near Threatened"
"Juniperus taxifolia","2007","DD","Data Deficient"
"Juniperus taxifolia","2002","DD","Data Deficient"
"Juniperus taxifolia","1998","I","Indeterminate"
"Juniperus turbinata","2013","NT","Near Threatened"
"Justicia anisophylla","2015","NT","Near Threatened"
"Justicia guineensis","2017","NT","Near Threatened"
"Justicia ianthina","2003","NT","Near Threatened"
"Justicia niokolo-kobae","2011","NT","Near Threatened"
"Justicia niokolo-kobae","1998","R","Rare"
"Justicia regis","2015","NT","Near Threatened"
"Kajikia audax","2011","NT","Near Threatened"
"Kalophrynus baluensis","2004","NT","Near Threatened"
"Kalophrynus nubicola","2004","NT","Near Threatened"
"Kalophrynus subterrestris","2004","NT","Near Threatened"
"Kaloula kokacii","2004","NT","Near Threatened"
"Kaloula mediolineata","2004","NT","Near Threatened"
"Karelainia hydrorissoidea","2012","NT","Near Threatened"
"Karima scarciesii","2017","NT","Near Threatened"
"Kassina cochranae","2004","NT","Near Threatened"
"Kenopia striata","2016","NT","Near Threatened"
"Kenopia striata","2012","NT","Near Threatened"
"Kenopia striata","2008","NT","Near Threatened"
"Kenopia striata","2004","NT","Near Threatened"
"Kenopia striata","2000","LR/nt","Lower Risk/near threatened"
"Kenopia striata","1994","LR/lc","Lower Risk/least concern"
"Kenopia striata","1988","LR/lc","Lower Risk/least concern"
"Keraymonia pinnatifolia","2017","NT","Near Threatened"
"Kerivoula intermedia","2008","NT","Near Threatened"
"Kerivoula intermedia","1996","LR/nt","Lower Risk/near threatened"
"Kerivoula minuta","2008","NT","Near Threatened"
"Kerivoula minuta","1996","LR/nt","Lower Risk/near threatened"
"Kerivoula pellucida","2008","NT","Near Threatened"
"Kerivoula pellucida","1996","LR/lc","Lower Risk/least concern"
"Keteleeria fortunei","2013","NT","Near Threatened"
"Keteleeria fortunei","1998","LR/nt","Lower Risk/near threatened"
"Keteleeria fortunei","1998","R","Rare"
"Kickxia membranacea","2017","NT","Near Threatened"
"Kickxia papillosa","2017","NT","Near Threatened"
"Kingianthus paniculatus","2003","NT","Near Threatened"
"Kinosternon herrerai","2007","NT","Near Threatened"
"Kinosternon sonoriense","2011","NT","Near Threatened"
"Kinosternon sonoriense","1996","VU","Vulnerable"
"Kinyongia asheorum","2014","NT","Near Threatened"
"Kinyongia boehmei","2014","NT","Near Threatened"
"Kinyongia carpenteri","2014","NT","Near Threatened"
"Kinyongia fischeri","2014","NT","Near Threatened"
"Kinyongia oxyrhina","2014","NT","Near Threatened"
"Kinyongia tavetana","2014","NT","Near Threatened"
"Kinyongia xenorhina","2014","NT","Near Threatened"
"Klasea caucasica","2014","NT","Near Threatened"
"Kleinothraupis parodii","2017","NT","Near Threatened"
"Kleinothraupis parodii","2016","NT","Near Threatened"
"Kleinothraupis parodii","2012","NT","Near Threatened"
"Kleinothraupis parodii","2009","LC","Least Concern"
"Kleinothraupis parodii","2008","LC","Least Concern"
"Kleinothraupis parodii","2004","LC","Least Concern"
"Kleinothraupis parodii","2000","LR/lc","Lower Risk/least concern"
"Kleinothraupis parodii","1994","LR/lc","Lower Risk/least concern"
"Kleinothraupis parodii","1988","LR/lc","Lower Risk/least concern"
"Kleinothraupis reyi","2016","NT","Near Threatened"
"Kleinothraupis reyi","2012","NT","Near Threatened"
"Kleinothraupis reyi","2008","NT","Near Threatened"
"Kleinothraupis reyi","2004","NT","Near Threatened"
"Kleinothraupis reyi","2000","LR/nt","Lower Risk/near threatened"
"Kleinothraupis reyi","1994","LR/lc","Lower Risk/least concern"
"Kleinothraupis reyi","1988","LR/lc","Lower Risk/least concern"
"Klemmia sinistrorsa","2017","NT","Near Threatened"
"Knipowitschia punctatissima","1996","VU","Vulnerable"
"Knipowitschia punctatissima","1994","R","Rare"
"Knipowitschia punctatissima","1990","R","Rare"
"Kobus leche","2017","NT","Near Threatened"
"Kobus leche","2008","LC","Least Concern"
"Kobus leche","1996","LR/cd","Lower Risk/conservation dependent"
"Kobus leche","1994","V","Vulnerable"
"Kobus leche","1990","V","Vulnerable"
"Kobus leche","1988","V","Vulnerable"
"Kobus leche","1986","V","Vulnerable"
"Kobus vardonii","2016","NT","Near Threatened"
"Kobus vardonii","2008","NT","Near Threatened"
"Kobus vardonii","1996","LR/cd","Lower Risk/conservation dependent"
"Kryptopterus minor","2011","NT","Near Threatened"
"Kupeornis chapini","2016","NT","Near Threatened"
"Kupeornis chapini","2014","NT","Near Threatened"
"Kupeornis chapini","2012","NT","Near Threatened"
"Kupeornis chapini","2008","NT","Near Threatened"
"Kupeornis chapini","2004","NT","Near Threatened"
"Kupeornis chapini","2000","LR/nt","Lower Risk/near threatened"
"Kupeornis chapini","1994","LR/nt","Lower Risk/near threatened"
"Kupeornis chapini","1988","NT","Near Threatened"
"Kupeornis rufocinctus","2016","NT","Near Threatened"
"Kupeornis rufocinctus","2013","NT","Near Threatened"
"Kupeornis rufocinctus","2012","NT","Near Threatened"
"Kupeornis rufocinctus","2008","NT","Near Threatened"
"Kupeornis rufocinctus","2004","NT","Near Threatened"
"Kupeornis rufocinctus","2000","LR/nt","Lower Risk/near threatened"
"Kupeornis rufocinctus","1994","LR/nt","Lower Risk/near threatened"
"Kupeornis rufocinctus","1988","NT","Near Threatened"
"Labeobarbus kimberleyensis","2007","NT","Near Threatened"
"Labeobarbus kimberleyensis","1996","VU","Vulnerable"
"Labeobarbus kimberleyensis","1994","V","Vulnerable"
"Labeobarbus seeberi","2017","NT","Near Threatened"
"Labeobarbus seeberi","1996","VU","Vulnerable"
"Labeobarbus seeberi","1994","R","Rare"
"Labeobarbus seeberi","1990","R","Rare"
"Labeobarbus seeberi","1988","R","Rare"
"Labeobarbus seeberi","1986","R","Rare"
"Labeo nandina","2010","NT","Near Threatened"
"Labeo pangusia","2010","NT","Near Threatened"
"Labichea digitata","2012","NT","Near Threatened"
"Lacerta schreiberi","2006","NT","Near Threatened"
"Lacerta schreiberi","1996","LR/nt","Lower Risk/near threatened"
"Lacerta schreiberi","1994","K","Insufficiently Known"
"Lacunopsis coronata","2011","NT","Near Threatened"
"Lacunopsis fischerpiettei","2011","NT","Near Threatened"
"Lacunopsis massiei","2011","NT","Near Threatened"
"Ladenbergia pavonii","2004","NT","Near Threatened"
"Ladenbergia pavonii","1998","VU","Vulnerable"
"Ladigesocypris irideus","2014","NT","Near Threatened"
"Ladigesocypris irideus","2006","DD","Data Deficient"
"Lalage leucoptera","2017","NT","Near Threatened"
"Lalage leucoptera","2016","NT","Near Threatened"
"Lalage sharpei","2016","NT","Near Threatened"
"Lalage sharpei","2012","NT","Near Threatened"
"Lalage sharpei","2008","NT","Near Threatened"
"Lalage sharpei","2004","NT","Near Threatened"
"Lalage sharpei","2000","LR/nt","Lower Risk/near threatened"
"Lalage sharpei","1994","LR/nt","Lower Risk/near threatened"
"Lalage sharpei","1988","LR/lc","Lower Risk/least concern"
"Lampetra ninae","2014","NT","Near Threatened"
"Lamprolia victoriae","2016","NT","Near Threatened"
"Lampropeltis extenuata","2016","NT","Near Threatened"
"Lampropeltis extenuata","2007","NT","Near Threatened"
"Lampropeltis ruthveni","2007","NT","Near Threatened"
"Lancaris singhalensis","2013","NT","Near Threatened"
"Laniarius mufumbiri","2016","NT","Near Threatened"
"Laniarius mufumbiri","2013","NT","Near Threatened"
"Laniarius mufumbiri","2012","NT","Near Threatened"
"Laniarius mufumbiri","2008","NT","Near Threatened"
"Laniarius mufumbiri","2004","NT","Near Threatened"
"Laniarius mufumbiri","2000","LR/nt","Lower Risk/near threatened"
"Laniarius mufumbiri","1994","LR/nt","Lower Risk/near threatened"
"Laniarius mufumbiri","1988","NT","Near Threatened"
"Laniellus albonotatus","2017","NT","Near Threatened"
"Laniellus albonotatus","2016","NT","Near Threatened"
"Laniellus albonotatus","2012","NT","Near Threatened"
"Laniellus albonotatus","2008","NT","Near Threatened"
"Laniellus albonotatus","2004","NT","Near Threatened"
"Laniellus albonotatus","2000","LR/nt","Lower Risk/near threatened"
"Laniellus albonotatus","1994","LR/nt","Lower Risk/near threatened"
"Laniellus albonotatus","1988","NT","Near Threatened"
"Laniisoma buckleyi","2016","NT","Near Threatened"
"Laniisoma buckleyi","2008","NR","Not Recognized"
"Laniisoma buckleyi","2006","NR","Not Recognized"
"Laniisoma buckleyi","2004","LC","Least Concern"
"Laniisoma buckleyi","2000","LR/lc","Lower Risk/least concern"
"Laniisoma buckleyi","1994","LR/lc","Lower Risk/least concern"
"Laniisoma buckleyi","1988","NR","Not Recognized"
"Laniisoma elegans","2017","NT","Near Threatened"
"Laniisoma elegans","2016","NT","Near Threatened"
"Laniisoma elegans","2008","NR","Not Recognized"
"Laniisoma elegans","2006","NR","Not Recognized"
"Laniisoma elegans","2004","NT","Near Threatened"
"Laniisoma elegans","2000","VU","Vulnerable"
"Laniisoma elegans","1994","VU","Vulnerable"
"Laniisoma elegans","1988","NR","Not Recognized"
"Lanistes stuhlmanni","2010","NT","Near Threatened"
"Lanistes stuhlmanni","1996","EN","Endangered"
"Lanius ludovicianus","2017","NT","Near Threatened"
"Lanius ludovicianus","2016","LC","Least Concern"
"Lanius ludovicianus","2012","LC","Least Concern"
"Lanius ludovicianus","2009","LC","Least Concern"
"Lanius ludovicianus","2008","LC","Least Concern"
"Lanius ludovicianus","2004","LC","Least Concern"
"Lanius ludovicianus","2000","LR/lc","Lower Risk/least concern"
"Lanius ludovicianus","1994","LR/lc","Lower Risk/least concern"
"Lanius ludovicianus","1988","LR/lc","Lower Risk/least concern"
"Lanius validirostris","2016","NT","Near Threatened"
"Lanius validirostris","2012","NT","Near Threatened"
"Lanius validirostris","2008","NT","Near Threatened"
"Lanius validirostris","2004","NT","Near Threatened"
"Lanius validirostris","2000","LR/nt","Lower Risk/near threatened"
"Lanius validirostris","1994","LR/nt","Lower Risk/near threatened"
"Lanius validirostris","1988","LR/lc","Lower Risk/least concern"
"Lankascincus taprobanensis","2010","NT","Near Threatened"
"Lankesterella gnomus","2013","NT","Near Threatened"
"Lannea transulta","2004","NT","Near Threatened"
"Lannea transulta","1998","V","Vulnerable"
"Lannea transulta","1998","VU","Vulnerable"
"Lariscus hosei","2008","NT","Near Threatened"
"Lariscus hosei","1996","VU","Vulnerable"
"Lariscus obscurus","2017","NT","Near Threatened"
"Lariscus obscurus","2008","NT","Near Threatened"
"Lariscus obscurus","1996","LR/nt","Lower Risk/near threatened"
"Larosterna inca","2016","NT","Near Threatened"
"Larosterna inca","2012","NT","Near Threatened"
"Larosterna inca","2010","NT","Near Threatened"
"Larosterna inca","2008","NT","Near Threatened"
"Larosterna inca","2006","NT","Near Threatened"
"Larosterna inca","2004","NT","Near Threatened"
"Larosterna inca","2000","LR/lc","Lower Risk/least concern"
"Larosterna inca","1994","LR/lc","Lower Risk/least concern"
"Larosterna inca","1988","LR/lc","Lower Risk/least concern"
"Larus armenicus","2017","NT","Near Threatened"
"Larus armenicus","2016","NT","Near Threatened"
"Larus armenicus","2015","NT","Near Threatened"
"Larus armenicus","2014","LC","Least Concern"
"Larus armenicus","2010","NR","Not Recognized"
"Larus armenicus","2009","LC","Least Concern"
"Larus armenicus","2008","LC","Least Concern"
"Larus armenicus","2004","LC","Least Concern"
"Larus armenicus","2000","LR/lc","Lower Risk/least concern"
"Larus armenicus","1994","LR/lc","Lower Risk/least concern"
"Larus armenicus","1988","LR/lc","Lower Risk/least concern"
"Larus atlanticus","2017","NT","Near Threatened"
"Larus atlanticus","2016","NT","Near Threatened"
"Larus atlanticus","2013","NT","Near Threatened"
"Larus atlanticus","2012","VU","Vulnerable"
"Larus atlanticus","2008","VU","Vulnerable"
"Larus atlanticus","2006","VU","Vulnerable"
"Larus atlanticus","2004","VU","Vulnerable"
"Larus atlanticus","2000","VU","Vulnerable"
"Larus atlanticus","1996","VU","Vulnerable"
"Larus atlanticus","1994","VU","Vulnerable"
"Larus atlanticus","1988","T","Threatened"
"Larus heermanni","2017","NT","Near Threatened"
"Larus heermanni","2016","NT","Near Threatened"
"Larus heermanni","2012","NT","Near Threatened"
"Larus heermanni","2010","NT","Near Threatened"
"Larus heermanni","2008","NT","Near Threatened"
"Larus heermanni","2006","NT","Near Threatened"
"Larus heermanni","2004","NT","Near Threatened"
"Larus heermanni","2000","LR/nt","Lower Risk/near threatened"
"Larus heermanni","1994","LR/nt","Lower Risk/near threatened"
"Larus heermanni","1988","LR/lc","Lower Risk/least concern"
"Larus leucophthalmus","2016","NT","Near Threatened"
"Larus leucophthalmus","2012","NT","Near Threatened"
"Larus leucophthalmus","2010","NT","Near Threatened"
"Larus leucophthalmus","2008","NT","Near Threatened"
"Larus leucophthalmus","2006","NT","Near Threatened"
"Larus leucophthalmus","2004","NT","Near Threatened"
"Larus leucophthalmus","2000","LR/nt","Lower Risk/near threatened"
"Larus leucophthalmus","1996","VU","Vulnerable"
"Larus leucophthalmus","1994","VU","Vulnerable"
"Larus leucophthalmus","1988","T","Threatened"
"Larvivora komadori","2017","NT","Near Threatened"
"Larvivora komadori","2016","NT","Near Threatened"
"Larvivora namiyei","2017","NT","Near Threatened"
"Larvivora namiyei","2016","NT","Near Threatened"
"Lasioglossum minutulum","2015","NT","Near Threatened"
"Lasioglossum sabulosum","2015","NT","Near Threatened"
"Lasioglossum setulosum","2015","NT","Near Threatened"
"Lasiorhinus latifrons","2016","NT","Near Threatened"
"Lasiorhinus latifrons","2008","LC","Least Concern"
"Lasiorhinus latifrons","1996","LR/lc","Lower Risk/least concern"
"Lasiorhinus latifrons","1965",NA,"""Status inadequately known-survey required or data sought"""
"Lasiurus pfeifferi","2008","NT","Near Threatened"
"Laterallus jamaicensis","2017","NT","Near Threatened"
"Laterallus jamaicensis","2016","NT","Near Threatened"
"Laterallus jamaicensis","2012","NT","Near Threatened"
"Laterallus jamaicensis","2008","NT","Near Threatened"
"Laterallus jamaicensis","2006","NT","Near Threatened"
"Laterallus jamaicensis","2004","NT","Near Threatened"
"Laterallus jamaicensis","2000","LR/nt","Lower Risk/near threatened"
"Laterallus jamaicensis","1994","LR/lc","Lower Risk/least concern"
"Laterallus jamaicensis","1988","NT","Near Threatened"
"Laticauda frontalis","2010","NT","Near Threatened"
"Laticauda guineai","2010","NT","Near Threatened"
"Laticauda semifasciata","2010","NT","Near Threatened"
"Laticilla burnesii","2017","NT","Near Threatened"
"Laticilla burnesii","2016","NT","Near Threatened"
"Lavandula rotundifolia","2017","NT","Near Threatened"
"Lavigeria coronata","2010","NT","Near Threatened"
"Lavigeria coronata","2004","NT","Near Threatened"
"Leguminaia wheatleyi","2014","NT","Near Threatened"
"Lehmannia requienii","2017","NT","Near Threatened"
"Leiocephalus melanochlorus","2016","NT","Near Threatened"
"Leiocephalus melanochlorus","2010","NT","Near Threatened"
"Leiostyla calathiscus","2011","NT","Near Threatened"
"Leiostyla calathiscus","1996","VU","Vulnerable"
"Leiostyla calathiscus","1994","E","Endangered"
"Leiostyla degenerata","1996","VU","Vulnerable"
"Leiostyla degenerata","1994","E","Endangered"
"Leiostyla relevata","2011","NT","Near Threatened"
"Leiostyla relevata","2000","VU","Vulnerable"
"Leiostyla relevata","1996","VU","Vulnerable"
"Leiostyla relevata","1994","R","Rare"
"Lemna yungensis","2016","NT","Near Threatened"
"Lemniscia michaudi","2000","VU","Vulnerable"
"Lemniscia michaudi","1996","VU","Vulnerable"
"Lemniscia michaudi","1994","V","Vulnerable"
"Lemurella virescens","2013","NT","Near Threatened"
"Leobordea tapetiformis","2012","NT","Near Threatened"
"Leopardus colocolo","2016","NT","Near Threatened"
"Leopardus colocolo","2015","NT","Near Threatened"
"Leopardus colocolo","2008","NT","Near Threatened"
"Leopardus colocolo","2002","NT","Near Threatened"
"Leopardus colocolo","1996","LR/lc","Lower Risk/least concern"
"Leopardus colocolo","1994","I","Indeterminate"
"Leopardus wiedii","2015","NT","Near Threatened"
"Leopardus wiedii","2008","NT","Near Threatened"
"Leopardus wiedii","2002","LC","Least Concern"
"Leopardus wiedii","1996","LR/lc","Lower Risk/least concern"
"Leopardus wiedii","1994","K","Insufficiently Known"
"Leopardus wiedii","1990","V","Vulnerable"
"Leopardus wiedii","1988","V","Vulnerable"
"Leopardus wiedii","1986","V","Vulnerable"
"Leopardus wiedii","1982","V","Vulnerable"
"Leopoldia bicolor","2017","NT","Near Threatened"
"Lepidagathis pobeguinii","2017","NT","Near Threatened"
"Lepidiolamprologus attenuatus","2006","NT","Near Threatened"
"Lepidobatrachus asper","2004","NT","Near Threatened"
"Lepidomeda copei","2014","NT","Near Threatened"
"Lepidonella lecongkieti","2016","NT","Near Threatened"
"Lepidophyma mayae","2013","NT","Near Threatened"
"Lepidothrix isidorei","2016","NT","Near Threatened"
"Lepidothrix isidorei","2012","NT","Near Threatened"
"Lepidothrix isidorei","2009","LC","Least Concern"
"Lepidothrix isidorei","2008","LC","Least Concern"
"Lepidothrix isidorei","2004","LC","Least Concern"
"Lepidothrix isidorei","2000","LR/lc","Lower Risk/least concern"
"Lepidothrix isidorei","1994","LR/lc","Lower Risk/least concern"
"Lepidothrix isidorei","1988","LR/lc","Lower Risk/least concern"
"Lepilemur mustelinus","2014","NT","Near Threatened"
"Lepilemur mustelinus","2008","DD","Data Deficient"
"Lepilemur mustelinus","2000","LR/nt","Lower Risk/near threatened"
"Lepilemur mustelinus","1996","LR/lc","Lower Risk/least concern"
"Lepilemur mustelinus","1994","R","Rare"
"Lepilemur mustelinus","1990","R","Rare"
"Lepilemur mustelinus","1988","K","Insufficiently Known"
"Lepilemur mustelinus","1986","K","Insufficiently Known"
"Leporillus conditor","2016","NT","Near Threatened"
"Leporillus conditor","2008","VU","Vulnerable"
"Leporillus conditor","1996","EN","Endangered"
"Leporillus conditor","1994","R","Rare"
